feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,is_anomaly
0.17735510926745926,0.31378147077296864,0.33944833307142586,0.08765148825685527,0.10800205560626774,0.14913493049960763,0.38553103161711777,0.26135871822901685,0.23244176654735757,0.2748564409476195,0.1400620553669593,0.23988510371048538,0.16618440412179938,0.2511290105842615,0.1584568795413675,0.2932324190039095,0.3048274829909813,0.20817213816228397,0.24534413522178578,0.17260590300022716,0
0.14344549910862156,0.23621608627530372,0.234491029835557,0.10105087035892,0.18009432982145238,0.3575628691526371,0.18271566453407267,0.2568315826376436,0.20833203249968166,0.24912430397765528,0.23678114340797293,0.298290043894302,0.29620400783992207,0.2671754804922807,0.27593036876604277,0.27857701096684623,0.18214291315822068,0.0,0.16901914187865869,0.20305877207220807,0
0.1810100396862927,0.09775919574020463,0.3038166819881054,0.06970607311328059,0.24606374875471412,0.25487238692137676,0.27270508626675716,0.3181380605548396,0.37910040622118335,0.33282839734343705,0.28904274365762495,0.36295095786653986,0.26021691107411604,0.213518979458397,0.1986471065740547,0.2878929994216838,0.3089075280122599,0.21506092984807937,0.19367369930993686,0.21458614655097563,0
0.3581465406229096,0.22197903635120345,0.29019223786066606,0.18508579687230672,0.24933455603552268,0.14170172745820092,0.24904482998400881,0.21024033114522797,0.3292562804606771,0.2905064029111678,0.19040255352112004,0.19873219488865373,0.18450653319668586,0.24793399905493752,0.1805266640075209,0.4121766142556056,0.14025838638807864,0.16986870151761022,0.13052350017564118,0.1543034255015554,0
0.26532405734782116,0.1633315309096796,0.6889981416586,0.20103620104469808,0.07662443610046904,0.9025768382674026,0.5546536428706007,1.0,0.730841097735481,0.2115477142846295,0.09642002312303874,0.8468718539558491,0.08420889874203127,0.6761802097118688,0.23488914323882237,0.28616519179779515,0.2688364258115462,0.28874509628738354,0.6741601492079049,0.13266757260095538,1
0.3546427169423704,0.1750083975111641,0.31306247026018824,0.17677909738168662,0.26866456163656915,0.26700235749070594,0.20286213257001204,0.3169221297117091,0.05572365051719294,0.20788963558152435,0.20949265383078408,0.2774745120289582,0.20842951330314302,0.062381918121355684,0.26318265171262745,0.1515447191282559,0.2668644754798248,0.2388457551858617,0.18880269406816216,0.3700581879532625,0
0.32218137882382175,0.1439300164437543,0.11664668691597954,0.29119197719352236,0.37942361244537803,0.21573294561604706,0.2577929167253228,0.18173305204549497,0.18509587727297902,0.44142043489187743,0.23948115114686497,0.25655029505135396,0.26469538910143925,0.1131363769522477,0.2687496293688552,0.4237129067319857,0.3351131526652961,0.17923543180130488,0.1367914888100116,0.3093609703953031,0
0.23647779063678057,0.21098603157401974,0.19386683194106868,0.25403795934219836,0.21824150478021856,0.26739626722231513,0.23912490220948754,0.28291818314707307,0.16310279895426266,0.15871543272405408,0.02136332940489777,0.27659456265802196,0.40090743588871275,0.2811228517699446,0.23586378635241878,0.1585406323321748,0.191372402700252,0.16923710054199373,0.21371694241504516,0.23978749942091343,0
0.26662040740128967,0.18919799093038733,0.14975472498401854,0.31491758560091143,0.11440637530391307,0.1804554272577475,0.1771594920143283,0.21196799128558966,0.2899234135059496,0.2610341239478718,0.17470908352467263,0.2895700228827785,0.4246919916791597,0.2336950901149064,0.2578989695831385,0.3238783248171933,0.15177503575211787,0.4132520686010548,0.2885538799557228,0.21952054258667703,0
0.559040973088004,0.07219526383838923,0.27327997031814694,0.19898096249861646,0.24344795509179665,0.22510484504248673,0.32443377944219465,0.7512148060972879,0.5499127754868873,0.20590664406135908,0.7833783898744104,0.21566251638292588,0.39276075851908915,0.7946184863656196,0.14761555334681697,1.0,0.14414909433761325,0.18429288038634545,0.6956698554036467,0.30809297644980044,1
