feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,is_anomaly
0.25622249660754626,0.22041671219097367,0.18665869647693484,0.23693911139202425,0.12860615394727037,0.04638599878506833,0.21824112684360011,0.16781971716937827,0.32303062336049737,0.31180897332290036,0.2335201935138368,0.28698408340143194,0.12715602910165388,0.23414493437282366,0.12856134813779418,0.2082001598995334,0.16503777653547555,0.21441019724925273,0.21807030582630113,0.12696227753635358,0
0.2091187184676553,0.10004540802781749,0.16910037871260913,0.27962220976432317,0.10869858699222035,0.379280903995197,0.16045939161991463,0.27715759591110134,0.4721449831895306,0.11343870417635932,0.19743732425076127,0.23554629742336106,0.17595359252361176,0.2539330583786425,0.2484587108751087,0.3379844510185744,0.19972284159182177,0.23656436388208252,0.19343343157569584,0.21191750833626166,0
0.9347987287123103,0.24361013556133132,0.151999392316835,0.18629813088510389,0.17406438388237316,0.7206776460001957,0.09365759378132661,0.21043594564288778,0.9999999999999999,0.3704957812432823,0.2151440423076829,0.42474997705488543,0.20646440072593047,0.12467566702660553,0.28390271022016283,0.8100072116618797,0.307182489135682,0.10566208358358915,0.23179314770451107,0.25205627285123633,1
0.24750469915642745,0.14952437331219595,0.23187474775158334,0.3488139919530362,0.22868089997915758,0.2617649532785038,0.22439619848163792,0.21352214059396876,0.23734718455536077,0.2642347918753451,0.35152010967448377,0.3229456784173053,0.23880361608301415,0.2586556917516296,0.3337602599269064,0.33345388189082276,0.09829162254496326,0.2276092932329114,0.3678613155216093,0.37596086474176094,0
0.24976274193650486,0.1585717329272566,0.15442748885785185,0.24902881750592334,0.21616732613139547,0.2826036699157646,0.18263317132243262,0.18285923350158317,0.27151109276714475,0.22411800976071497,0.19493479675114736,0.13141723128832233,0.24137379003562073,0.14646897509626713,0.2362394028915753,0.16903816813797246,0.28671130288933616,0.23774438514575516,0.04141907883104051,0.3170066029748397,0
0.26143844199032595,0.2326744002318814,0.26159427382048966,0.3112175402439402,0.13452318753217185,0.3671325572808702,0.14595598937345605,0.20649900884543895,0.3543244215721456,0.11092116321896234,0.34617057236612925,0.20556920411089438,0.2132819101883169,0.33944786759396883,0.14150690243518943,0.11228986965558357,0.27085033597700225,0.1437967383028242,0.15342168434510278,0.22882478985896534,0
0.2768654547166844,0.18411258315119236,0.25875119060595775,0.14356720100279807,0.32355630307129923,0.107582163964556,0.2066731862233993,0.35401738424485646,0.24878306033746134,0.315104991575355,0.15129263861213677,0.13791458471802234,0.09392476819613846,0.14963647874060837,0.3880200063900343,0.26803032227300705,0.29531072479903286,0.4142597413951774,0.24511645193316967,0.2229153323510574,0
0.2715304361737673,0.2729448007460241,0.21824781759876052,0.27910530482322066,0.20190905496461792,0.24214405705626332,0.3047414968142188,0.19620924140016538,0.3162563509732818,0.22789527976857726,0.2505542067333596,0.18142981550717585,0.2773580737858785,0.1811525738597852,0.33421525413842834,0.22299813417077283,0.32120227374128957,0.3084149592869715,0.257986114183024,0.2546352151157087,0
0.2740174051193842,0.26357313613773836,0.20882606894881037,0.9447173919219338,0.7567371672303742,0.25924565844986824,0.16764195901520917,0.32207044780231336,0.21643092524281365,0.19559009937500774,0.14516449566521525,0.21519246666492564,0.8901034646803399,0.21702705598364186,0.27840843991701913,0.2795626704010204,0.3414147400532006,0.18429331162688495,1.0,0.28288396924973747,1
0.2406664544158744,0.14348732081450016,0.10841345369716382,0.14413454166908266,0.18536698316118247,0.3031942280482371,0.22968945484245532,0.3482639001085849,0.2657059732936743,0.3075294349882369,0.1609475693375248,0.34539106539720493,0.26763707996476743,0.25869949559169714,0.26750027048950126,0.06681494129276311,0.30890336236408283,0.2659997669583572,0.09796831413074944,0.16969017448747398,0
0.3021174533299599,0.24135224668526636,0.34623876462381675,0.3560899143247102,0.2226583858070422,0.1243445609216585,0.18216063439301158,0.22262430482138856,0.29529262736317874,0.3571193528849015,0.1617571941825896,0.3479079085799669,0.44961315095428706,0.14159256369897374,0.21774300079897108,0.3075975545333629,0.3318205236758084,0.19600327108510052,0.23776867593751347,0.14686265561492934,0
0.3107216047807657,0.1581415067208464,0.2210490899792899,0.23175611140566912,0.2855724412978897,0.2114072209216622,0.12927712543611708,0.2262813480272362,0.3793660806786656,0.22651270110420887,0.3779004727415773,0.3238764692472422,0.2337832398644537,0.17883672399084427,0.3006969362698503,0.3341654559184424,0.4078905073477669,0.2919572365867276,0.2970355907991232,0.30416949767180607,0
0.34263658190569624,0.10726296992426561,0.29104907270401925,0.24964341602627188,0.3097243702645919,0.36934284408303963,0.22686322013269702,0.1432134494755438,0.22506565207849216,0.1448646876420448,0.33500272939129017,0.26571378369504095,0.09400854052018956,0.1486458850658227,0.14024739839000122,0.2596072639142469,0.3565751643757472,0.42155730042303413,0.28124715040723763,0.18908330426893386,0
0.17683578522046506,0.11365550644861185,0.29357981619027984,0.2671207935275371,0.19937232795801968,0.21772313276384045,0.12925338947166667,0.14019098556442344,0.27429429220362717,0.2648240550589883,0.15905104995537686,0.2103671934404355,0.3432398538061498,0.14579357759676453,0.298817584297418,0.07362049678629329,0.10343912606465475,0.17973447714984084,0.3111131469639288,0.22315678797237923,0
0.3390005471423195,0.25082457873927316,0.2998444699522726,0.4406586752377718,0.284500317299474,0.2227248787681515,0.21048086095157784,0.258296236732088,0.3089892473666922,0.3121135668382012,0.255121624175684,0.3383244729249478,0.24216712795555806,0.22773568618497125,0.22028866920501491,0.25094476328161214,0.23358394203765606,0.26391263421864525,0.25382333446081773,0.2407903940975552,0
0.3319826888942233,0.256130854694828,0.15411803003446115,0.2377433113146321,0.24777806366793653,0.40966004186199356,0.289944509892131,0.20061382771058667,0.21540803235812084,0.345374360566039,0.24352169878421828,0.1647228014070034,0.1943836308740458,0.24272555358838066,0.32711201166411163,0.23489570736933776,0.17098334604639265,0.1672951014981053,0.19582193165363182,0.14181287246258245,0
0.237601527094203,0.1377211409114495,0.20319821250200656,0.15879259659993167,0.2637970001670215,0.22274960036560476,0.25930805401301094,0.25701162496444385,0.28899516620320786,0.1630735785827503,0.25923346399193825,0.15370885757304625,0.16896735745352381,0.16703569018836634,0.13367910638219044,0.43594007524024286,0.22379843755460072,0.0742529306722731,0.3318892275003992,0.28661506773588424,0
0.2917688111071302,0.22200922248898175,0.1133061268533778,0.30965160171760486,0.1808554152499474,0.1695459751538394,0.16415854310240885,0.20497448387740178,0.328879047759212,0.3641504282465993,0.31426290543468355,0.1851353066163229,0.272968179155674,0.219688100076664,0.11368742710830079,0.046578216852936144,0.07596525724349384,0.2004310667581739,0.20278882440841373,0.2390672660266992,0
0.298113846774808,0.14724095029435935,0.19548525501810557,0.157738831737205,0.14614942893445992,0.2524182166094054,0.19148906130726295,0.26961947486701227,0.38454125387261984,0.21965993984258378,0.2531871839980393,0.1985333467309399,0.19436373427492337,0.15554491416093866,0.15745495673957224,0.13540826390174995,0.17878851008935892,0.15265824330378502,0.15367438737051545,0.2144002812237182,0
0.25106131427305234,0.1938018363871279,0.2688462351160711,0.22650422905360115,0.18691194291948976,0.2580070947374283,0.3354409426812438,0.300809602972086,0.3074717452414967,0.19037027542700158,0.24087883969061824,0.2238228341763973,0.20362136257085756,0.12583064752270753,0.3093731176743599,0.3852256095617017,0.23382650948590292,0.11930850407093603,0.2981444822703533,0.29331214767562097,0
0.21264218768614762,0.11783110854332375,0.1789264928034059,0.26134057278659373,0.20839596752086825,0.26018912535845046,0.21835637465731644,0.2419222482453012,0.2553177777502553,0.19462705698457464,0.20977332491922512,0.2869197744995014,0.25542274620907524,0.22594229094754403,0.3842850851727732,0.2761665067628101,0.3135168196656034,0.2922086262720829,0.09930601070027736,0.1688655385127237,0
0.18225065120826,0.31044966510458893,0.26693607524039437,0.15938892641612804,0.13512839928974882,0.09421165395415196,0.0705102012861277,0.37527535501870624,0.3250131162760022,0.34733797822653867,0.15872974648285915,0.28920371821193863,0.22245195574228557,0.17418108701241605,0.18535814537032935,0.01784744720844375,0.2609352655131379,0.1290104713079464,0.3097856077339992,0.2284192248320973,0
0.17246708877229844,0.1588076406799936,0.2868392200615277,0.2855679422718323,0.07558604328156396,0.3334869306296474,0.19900798912228904,0.42126954115608545,0.22956208104886863,0.3199987191017696,0.23162116693619272,0.15766106044114717,0.23838628729664565,0.15745150216377726,0.27402867259846664,0.12452426400276442,0.3203869569214886,0.17374857963294715,0.3053681068545434,0.17815772210610653,0
